id,DC025,DC205,DC206,DC208,DC209,DC210,DC211,DC212,DC213,DC215,DC230a,DC230b,DC232,DC235,DC237,DC237a,DC237f,DC244,DC246,DC270a,DC109,DC201
14294,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,11.0,Layak Minum
14295,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
14296,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14299,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14300,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14301,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
14305,1,12.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,32.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14306,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14308,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14309,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
14310,1,16.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,31.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3,12.0,Layak Minum
14311,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,11.0,Layak Minum
14313,1,12.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14314,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3,11.0,Layak Minum
14315,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14316,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,12.0,Layak Minum
14317,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,32.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14318,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14319,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14321,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14322,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
14323,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,12.0,Layak Minum
14325,1,31.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,31.0,Layak Minum
14326,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
14327,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14328,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
14329,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14330,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,11.0,Layak Minum
14331,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14333,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,11.0,Layak Minum
14334,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14338,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14339,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
14341,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14342,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
14343,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
14344,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14345,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
14346,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
14348,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,11.0,Layak Minum
14349,1,16.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14350,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3,11.0,Layak Minum
14352,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
14356,1,16.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14357,1,16.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,12.0,Layak Minum
14358,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14359,1,21.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2,41.0,Layak Minum
14360,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14363,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Tidak Layak Minum
14366,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
14368,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14371,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
14372,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,11.0,Tidak Layak Minum
14373,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14374,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,11.0,Layak Minum
14375,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3,12.0,Layak Minum
14376,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14378,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,11.0,Tidak Layak Minum
14379,1,21.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,41.0,Layak Minum
14381,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,33.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14384,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,11.0,Layak Minum
14385,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
14387,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2,12.0,Layak Minum
14388,1,16.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14390,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,12.0,Layak Minum
14391,1,16.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,12.0,Layak Minum
14392,1,31.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,31.0,Layak Minum
14393,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,11.0,Layak Minum
14396,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2,12.0,Layak Minum
14397,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Layak Minum
14399,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,12.0,Layak Minum
14401,1,31.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,31.0,Layak Minum
14402,1,17.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Tidak Layak Minum
14403,1,31.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,33.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1,31.0,Tidak Layak Minum
14404,1,16.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,12.0,Layak Minum
14409,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
14410,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5,11.0,Layak Minum
14411,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
14412,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,11.0,Layak Minum
14413,1,17.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,21.0,Layak Minum
14414,1,16.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Layak Minum
14415,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
14416,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,11.0,Layak Minum
14417,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
14418,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,11.0,Layak Minum
14419,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14420,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,11.0,Layak Minum
14423,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
14425,1,16.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,12.0,Layak Minum
14426,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14428,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2,11.0,Layak Minum
14429,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14430,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
14431,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,12.0,Layak Minum
14432,1,16.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,12.0,Layak Minum
14433,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14434,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14435,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Layak Minum
14436,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2,11.0,Layak Minum
14437,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
14438,1,17.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
14439,1,17.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,32.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1,21.0,Layak Minum
14440,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
14441,1,17.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Layak Minum
14442,1,21.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,41.0,Layak Minum
14443,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,12.0,Layak Minum
14444,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4,11.0,Layak Minum
14445,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
14446,1,31.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,31.0,Layak Minum
14447,1,31.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,31.0,Layak Minum
14448,1,12.0,1.0,0.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,11.0,Layak Minum
14449,1,21.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,33.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,41.0,Layak Minum
14450,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14451,1,31.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4,31.0,Layak Minum
14452,1,21.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2,41.0,Layak Minum
14453,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14454,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2,11.0,Layak Minum
14455,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5,11.0,Layak Minum
14456,1,31.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,31.0,Layak Minum
14459,2,16.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,12.0,Layak Minum
14460,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,12.0,Layak Minum
14461,2,12.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,11.0,Layak Minum
14463,2,17.0,1.0,1.0,0.0,1.0,0.0,0.0,22.0,33.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
14464,2,31.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,31.0,Layak Minum
14465,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,31.0,Layak Minum
14466,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,11.0,Layak Minum
14467,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,11.0,Layak Minum
14469,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4,11.0,Layak Minum
14470,2,17.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,33.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2,21.0,Layak Minum
14474,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,11.0,Layak Minum
14475,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3,11.0,Layak Minum
14476,2,31.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,31.0,Tidak Layak Minum
14477,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,12.0,Layak Minum
14478,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,11.0,Layak Minum
14481,2,17.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,33.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,21.0,Tidak Layak Minum
14482,2,31.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,31.0,Layak Minum
14485,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,11.0,Layak Minum
14486,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,5,11.0,Layak Minum
14487,2,17.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
14491,2,17.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,21.0,Layak Minum
14492,2,17.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,33.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,21.0,Layak Minum
14494,2,17.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,33.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2,21.0,Layak Minum
14495,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,11.0,Layak Minum
14496,2,17.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,21.0,Tidak Layak Minum
14497,2,31.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,31.0,Layak Minum
14501,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,12.0,Layak Minum
14508,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,11.0,Layak Minum
14509,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
14515,2,16.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,12.0,Layak Minum
14516,2,17.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,21.0,Layak Minum
14517,2,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,12.0,Layak Minum
14518,2,16.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,12.0,Layak Minum
14521,2,16.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,12.0,Layak Minum
14524,2,31.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,31.0,Layak Minum
