id,DC024,DC025,DC205,DC206,DC207,DC208,DC209,DC210,DC211,DC212,DC213,DC214,DC215,DC216,DC217,DC219,DC220,DC226,DC230a,DC230b,DC232,DC232b,DC235,DC237,DC237a,DC237b,DC237c,DC237d,DC237e,DC237f,DC241,DC242,DC244,DC246,DC252,DC270a,DC109,DC142a,DC201
8051,16,2,16,1,0,1,0,0,0,0,35,35,31,1,1,2,60,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,12,36,Layak Minum
8052,16,2,16,1,0,1,1,1,1,1,33,35,31,2,2,1,37,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,5,12,36,Layak Minum
8053,16,2,12,1,0,1,0,0,1,0,33,35,31,3,2,2,NA,2,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,4,11,180,Layak Minum
8054,16,2,12,1,0,1,1,1,1,0,35,35,31,2,4,1,40,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,5,11,98,Layak Minum
8056,16,2,12,1,0,0,0,0,0,1,33,35,33,1,5,1,27,95,1,1,1,0,1,0,0,0,0,0,0,0,NA,NA,0,0,1,4,11,40,Layak Minum
8057,16,2,16,1,0,1,1,0,1,0,35,35,31,1,2,1,23,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,3,12,36,Layak Minum
8058,16,2,12,1,0,0,0,0,0,0,35,36,31,1,2,1,30,2,1,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,2,11,42,Layak Minum
8060,16,2,21,1,1,1,1,1,0,0,35,35,31,2,4,1,46,8,2,0,0,0,1,1,1,0,0,0,0,1,3,NA,0,1,1,2,41,38,Tidak Layak Minum
8061,16,2,12,1,0,1,1,0,0,0,35,35,31,1,2,1,32,2,1,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,1,4,11,80,Layak Minum
8063,16,1,12,1,0,1,0,0,1,0,35,35,31,4,4,1,48,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,11,114,Tidak Layak Minum
8065,16,1,31,1,0,1,0,0,0,0,35,36,31,2,2,1,58,8,3,NA,NA,NA,3,1,1,0,0,0,0,1,3,NA,0,1,0,1,31,32,Tidak Layak Minum
8066,16,1,31,1,0,1,0,0,1,0,35,35,31,2,4,1,52,2,2,1,0,0,3,1,1,0,0,0,0,1,1,1,0,0,0,1,31,48,Tidak Layak Minum
8067,16,1,31,1,0,1,0,0,1,0,35,36,31,1,2,1,32,2,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,31,18,Tidak Layak Minum
8068,16,1,31,1,0,1,1,0,1,0,35,36,31,2,2,1,32,2,1,1,1,0,2,1,1,0,0,1,0,1,1,1,0,0,4,1,31,54,Layak Minum
8069,16,1,12,1,0,1,0,0,1,0,33,35,31,2,4,1,40,8,1,1,1,0,3,1,1,0,1,0,0,1,2,NA,0,0,4,1,11,42,Tidak Layak Minum
8070,16,1,31,0,0,0,0,0,1,0,11,36,31,1,1,1,47,8,3,NA,NA,NA,3,1,1,0,0,1,0,1,1,1,0,0,4,1,31,24,Tidak Layak Minum
8072,16,1,12,1,0,1,1,0,1,1,33,35,31,2,2,1,49,2,4,NA,NA,NA,2,1,1,0,0,0,0,0,3,NA,0,0,4,4,11,998,Layak Minum
8074,16,1,12,1,0,1,1,0,1,0,33,35,31,1,4,1,53,2,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,3,11,10,Layak Minum
8075,16,1,12,1,0,1,1,0,1,0,35,35,31,2,4,1,32,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,2,11,60,Layak Minum
8076,16,1,12,1,0,1,0,0,0,0,21,36,31,1,4,1,42,8,2,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,11,30,Tidak Layak Minum
8077,16,1,31,1,0,0,0,0,0,0,21,36,31,1,2,1,73,8,3,NA,NA,NA,3,1,1,0,0,0,0,1,1,0,0,0,1,1,31,15,Layak Minum
8078,16,1,12,1,0,1,0,0,0,0,35,23,31,2,4,1,79,2,1,1,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,11,40,Layak Minum
8080,16,1,31,1,0,1,1,0,1,0,35,35,31,2,4,1,37,2,3,NA,NA,NA,3,0,0,0,0,0,0,0,1,1,0,0,1,2,31,48,Layak Minum
8081,16,1,12,1,0,1,0,1,1,1,35,35,31,3,4,1,45,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,4,2,11,104,Layak Minum
8082,16,1,16,1,0,1,0,0,1,1,35,35,31,2,4,1,62,2,1,1,0,0,3,1,1,0,0,0,0,1,1,1,0,1,1,1,12,30,Layak Minum
8083,16,1,12,1,1,1,1,1,1,0,33,35,35,1,3,2,35,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,4,11,36,Layak Minum
8084,16,1,16,1,0,1,0,0,0,0,35,35,31,1,1,2,30,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,1,0,1,12,24,Tidak Layak Minum
8085,16,1,31,0,0,0,0,0,1,0,35,36,31,1,2,1,30,8,3,NA,NA,NA,3,1,1,0,1,0,0,1,1,1,0,0,1,1,31,24,Tidak Layak Minum
8087,16,2,17,0,0,1,0,0,0,0,35,36,33,0,4,1,67,8,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,21,24,Tidak Layak Minum
8088,16,2,31,1,0,1,0,0,1,0,35,23,33,0,4,1,32,8,2,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,1,1,1,51,40,Tidak Layak Minum
8089,16,2,17,1,0,1,0,0,1,0,35,36,33,1,2,1,48,8,1,1,0,0,2,1,1,0,0,0,0,0,3,NA,0,0,4,1,21,24,Tidak Layak Minum
8090,16,2,12,1,0,1,1,0,1,1,35,35,33,2,2,1,36,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,5,11,160,Layak Minum
8091,16,2,31,1,0,1,0,0,0,0,35,36,33,2,2,1,33,8,2,1,1,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,31,24,Tidak Layak Minum
8092,16,2,16,0,0,0,0,0,0,0,35,36,33,1,3,2,53,8,2,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,0,1,1,12,15,Tidak Layak Minum
8093,16,2,16,1,0,1,1,1,1,0,33,36,33,3,4,1,48,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,1,0,1,4,12,50,Tidak Layak Minum
8094,16,2,17,1,0,0,0,0,1,0,35,35,33,1,2,1,30,2,3,NA,NA,NA,3,0,0,0,0,0,0,0,1,1,0,0,1,2,21,60,Layak Minum
8095,16,2,31,1,0,0,0,0,1,0,35,23,31,1,4,1,38,8,2,1,1,0,3,1,1,0,0,0,0,0,3,NA,1,1,1,1,51,32,Tidak Layak Minum
8096,16,2,31,1,0,1,0,0,0,0,21,36,33,1,2,1,54,8,1,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,1,1,1,51,48,Tidak Layak Minum
8098,16,2,12,1,0,1,1,0,1,1,33,35,33,3,2,1,41,2,1,1,1,0,3,0,0,0,0,0,0,0,1,1,1,1,1,5,11,70,Layak Minum
8099,16,2,31,1,0,1,0,0,1,0,21,36,33,1,2,1,37,8,1,1,1,0,3,1,1,0,0,0,0,0,2,NA,1,1,1,1,51,58,Layak Minum
8102,16,2,16,1,0,1,0,0,1,0,35,35,33,1,4,1,42,8,1,1,1,0,2,1,1,0,0,0,0,0,3,NA,1,0,4,1,12,32,Tidak Layak Minum
8105,16,2,17,1,0,1,0,1,0,0,35,36,33,1,2,1,32,8,2,1,0,0,3,1,1,0,0,0,0,0,1,1,0,0,1,1,21,40,Tidak Layak Minum
8106,16,2,31,0,0,0,0,0,1,0,35,23,33,0,4,1,36,8,1,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,0,1,1,51,40,Tidak Layak Minum
8107,16,2,17,1,0,0,0,0,0,0,34,36,33,1,2,1,35,8,2,1,0,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,21,40,Tidak Layak Minum
8108,16,2,12,1,0,1,0,0,1,0,33,35,33,1,2,1,37,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,3,11,50,Layak Minum
8109,16,2,31,1,0,0,0,0,0,0,11,26,31,1,2,1,25,8,2,1,0,0,3,1,1,0,0,0,0,0,3,NA,0,0,1,1,51,24,Tidak Layak Minum
8110,16,2,31,1,0,0,0,1,0,0,35,36,33,1,2,1,30,8,2,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,0,1,1,51,24,Tidak Layak Minum
8111,16,2,21,1,0,1,0,0,0,0,35,36,33,1,4,1,72,8,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,41,48,Tidak Layak Minum
8113,16,2,21,1,0,1,0,0,1,0,33,35,33,3,2,1,34,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,3,41,90,Tidak Layak Minum
8114,16,2,17,1,0,0,0,0,1,0,35,36,31,1,3,2,39,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,2,1,21,36,Tidak Layak Minum
8115,16,2,21,1,0,0,0,1,1,0,35,36,33,1,2,1,29,8,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,41,30,Tidak Layak Minum
8116,16,2,17,1,0,1,0,0,1,0,35,35,33,2,4,1,29,8,2,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,2,21,32,Tidak Layak Minum
8117,16,2,21,1,0,1,0,0,1,0,35,36,33,2,5,1,46,8,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,41,48,Tidak Layak Minum
8118,16,2,21,1,0,1,0,0,0,0,35,35,33,1,2,1,33,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,1,1,41,32,Layak Minum
8119,16,2,21,1,0,1,1,0,1,0,35,35,33,3,4,1,35,2,2,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,3,41,60,Tidak Layak Minum
8120,16,2,16,1,0,1,0,0,0,0,35,32,33,2,2,2,53,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,3,NA,0,1,4,1,12,72,Tidak Layak Minum
8121,16,2,17,1,0,1,0,0,0,0,35,24,33,1,1,2,74,8,3,NA,NA,NA,2,1,1,0,0,0,0,0,1,1,0,1,4,1,21,24,Tidak Layak Minum
8122,16,2,21,1,0,1,0,1,1,0,33,35,33,3,2,1,45,8,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,2,41,50,Tidak Layak Minum
8123,16,2,16,1,0,1,1,0,1,0,33,35,33,2,1,2,68,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,4,3,12,72,Layak Minum
8125,16,2,12,1,0,1,0,0,1,0,35,36,35,1,2,1,40,2,2,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,2,11,60,Tidak Layak Minum
8128,16,2,21,1,0,1,0,1,0,0,35,36,33,2,4,2,49,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,1,41,36,Tidak Layak Minum
8129,16,2,21,1,0,1,0,0,1,0,35,36,33,1,3,2,77,8,1,1,1,0,2,1,1,0,0,0,0,0,3,NA,1,0,2,1,41,60,Tidak Layak Minum
8131,16,2,21,1,0,1,0,0,1,0,35,36,33,1,4,1,55,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,41,60,Layak Minum
8132,16,2,17,1,0,1,0,0,0,0,35,23,31,1,2,1,35,2,3,NA,NA,NA,3,1,1,0,0,0,0,0,1,1,0,0,1,1,21,36,Tidak Layak Minum
8133,16,2,21,1,0,1,1,0,1,0,35,23,31,2,4,1,47,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,2,41,48,Tidak Layak Minum
8135,16,2,17,1,0,0,0,0,1,0,35,36,33,3,4,1,50,2,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,21,36,Tidak Layak Minum
8136,16,1,16,1,0,1,1,0,1,0,21,36,31,2,4,1,45,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,1,1,1,12,24,Layak Minum
8137,16,1,12,1,0,1,1,0,1,0,33,35,31,2,4,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,0,1,3,11,120,Layak Minum
8138,16,1,12,1,1,1,1,1,1,0,21,36,31,3,4,1,47,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,2,11,72,Layak Minum
8139,16,1,17,1,0,1,0,0,1,0,21,36,31,2,4,1,58,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,1,21,24,Layak Minum
8140,16,1,12,1,0,1,1,0,1,0,21,35,33,2,4,1,50,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,66,Layak Minum
8141,16,1,12,1,0,1,1,0,0,0,35,23,31,1,4,1,42,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,1,11,80,Layak Minum
8142,16,1,12,1,0,1,1,0,0,0,33,35,33,1,2,1,78,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,3,3,11,70,Layak Minum
8143,16,1,12,1,0,1,1,1,1,1,33,35,33,5,4,1,61,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,5,11,336,Layak Minum
8144,16,1,12,1,0,1,1,1,1,1,21,24,31,2,4,1,49,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,1,0,1,3,11,96,Layak Minum
8145,16,1,12,1,1,1,1,0,1,0,33,35,31,2,2,1,42,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,2,3,11,86,Layak Minum
8146,16,1,12,1,0,1,1,0,1,0,35,35,31,2,4,1,44,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,2,11,80,Layak Minum
8147,16,1,12,1,1,1,1,0,1,0,33,32,33,2,1,2,35,2,2,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,126,Layak Minum
8148,16,1,12,1,0,1,1,0,1,0,33,35,33,4,4,1,48,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,4,11,96,Layak Minum
8149,16,1,16,1,1,1,1,0,1,0,21,36,33,3,4,1,40,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,2,12,180,Layak Minum
8150,16,1,16,1,0,0,0,0,0,0,33,32,33,3,1,1,61,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,1,12,72,Layak Minum
8151,16,1,12,1,0,1,1,0,1,0,35,35,31,2,4,1,45,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,2,3,11,68,Layak Minum
8152,16,1,12,1,0,1,1,0,0,1,33,35,33,2,2,1,56,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,80,Layak Minum
8153,16,1,12,1,1,1,1,0,0,0,21,24,31,1,2,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,2,11,35,Layak Minum
8154,16,1,12,1,1,1,1,0,1,1,33,35,33,2,4,1,57,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,4,5,11,132,Layak Minum
8155,16,1,31,1,0,1,0,0,1,0,21,36,31,1,2,2,63,2,3,NA,NA,NA,NA,1,1,0,0,0,0,0,1,NA,0,0,0,1,31,24,Layak Minum
8156,16,1,12,1,1,1,0,0,1,1,33,35,31,1,2,1,28,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,3,11,998,Layak Minum
8157,16,1,12,1,0,1,1,0,1,1,33,32,33,2,2,1,29,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,5,11,108,Layak Minum
8158,16,1,12,1,0,1,1,1,1,0,33,35,35,2,4,1,51,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,1,4,5,11,96,Layak Minum
8159,16,1,12,1,0,1,0,1,1,0,33,35,31,1,2,1,38,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,2,11,24,Layak Minum
8160,16,1,12,1,0,1,1,1,1,0,33,35,32,2,4,1,60,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,4,11,77,Layak Minum
8161,16,1,12,1,0,1,1,0,1,0,21,36,33,4,4,1,58,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,1,1,1,3,11,80,Layak Minum
8162,16,1,12,1,0,1,1,0,1,0,21,36,33,4,4,1,62,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,3,11,112,Layak Minum
8163,16,1,12,1,0,1,1,0,0,0,33,32,31,3,2,1,82,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,11,48,Layak Minum
8164,16,1,12,1,1,1,1,1,1,1,33,32,33,4,4,1,57,2,1,1,1,0,NA,1,1,0,0,1,0,1,1,1,1,0,1,5,11,180,Layak Minum
8165,16,1,12,1,0,1,1,1,1,1,33,35,33,3,4,1,50,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,325,Layak Minum
8166,16,1,12,1,1,1,1,0,1,0,33,35,33,3,4,1,62,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,4,4,11,90,Layak Minum
8167,16,1,12,1,1,1,1,0,1,0,21,36,33,3,4,1,60,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,4,11,264,Layak Minum
8168,16,1,12,1,0,1,1,0,0,0,21,36,33,4,3,2,86,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,2,11,120,Layak Minum
8169,16,1,12,1,1,1,1,0,1,1,34,35,33,3,4,1,71,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,1,0,5,11,150,Layak Minum
8170,16,1,16,1,0,1,1,0,1,0,35,32,31,3,2,1,41,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,0,4,2,12,54,Layak Minum
8171,16,1,12,1,0,1,1,0,1,0,33,35,31,3,4,1,60,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,3,11,45,Layak Minum
8172,16,1,16,1,0,1,1,1,1,0,33,32,33,3,4,2,64,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,1,1,2,12,90,Layak Minum
8173,16,1,12,1,0,1,1,0,1,0,35,35,31,1,3,2,50,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,2,11,35,Layak Minum
8174,16,1,12,1,1,1,1,0,1,0,33,35,33,3,4,2,60,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,3,4,11,80,Layak Minum
8175,16,1,12,1,1,1,1,1,1,1,33,36,33,3,2,1,29,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,0,4,11,90,Layak Minum
8176,16,1,12,1,0,1,1,0,0,0,33,36,33,5,1,2,64,3,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,4,2,11,135,Layak Minum
8177,16,1,12,1,0,1,1,0,1,1,33,32,33,3,4,1,52,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,5,11,80,Layak Minum
8178,16,1,12,1,1,1,1,1,1,1,33,35,33,3,4,2,62,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,5,11,120,Layak Minum
8179,16,1,12,1,1,1,1,1,1,1,33,35,33,4,4,1,52,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,1,4,5,11,60,Layak Minum
8180,16,1,16,1,1,1,1,0,1,0,21,36,33,4,4,1,62,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,1,0,2,12,144,Layak Minum
8181,16,1,12,1,0,1,1,0,1,0,33,32,33,3,4,1,45,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,272,Layak Minum
8182,16,1,12,1,0,1,1,0,0,0,33,35,33,3,2,1,53,5,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,4,4,11,150,Layak Minum
8183,16,1,12,1,0,1,0,0,1,0,33,35,32,1,1,1,20,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,1,3,11,12,Layak Minum
8184,16,1,12,1,1,1,1,1,1,0,33,35,33,4,4,1,46,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,5,11,300,Layak Minum
8185,16,1,12,1,0,1,1,1,1,1,33,32,33,4,4,1,72,2,1,1,1,0,NA,1,0,0,0,1,0,0,1,1,0,0,1,5,11,120,Layak Minum
8186,16,1,12,1,0,1,1,0,1,0,21,36,33,4,4,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,4,2,11,45,Layak Minum
8187,16,1,12,1,1,1,1,0,1,0,21,36,31,2,4,1,31,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,4,3,11,48,Layak Minum
8188,16,1,12,1,0,1,1,0,1,0,21,36,31,3,4,1,62,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,3,11,99,Layak Minum
8189,16,1,31,1,0,1,1,1,1,0,21,36,31,2,4,1,54,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,31,46,Layak Minum
8190,16,1,12,1,0,1,1,0,1,0,33,35,31,3,4,1,48,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,2,4,11,90,Layak Minum
8191,16,1,12,1,0,1,1,0,1,0,21,36,33,2,4,1,61,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,1,1,2,11,54,Layak Minum
8192,16,1,12,1,0,1,1,0,1,0,21,24,33,3,4,2,80,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,1,1,3,11,120,Layak Minum
8193,16,1,12,1,1,1,1,0,1,1,33,35,33,4,4,1,55,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,5,11,120,Layak Minum
8194,16,1,21,1,0,1,1,0,0,0,21,36,31,1,4,2,44,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,1,2,1,41,66,Layak Minum
8195,16,1,12,1,1,1,1,1,1,0,21,36,33,4,4,1,47,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,3,11,100,Layak Minum
8196,16,1,12,1,0,1,1,0,1,1,31,36,33,3,4,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,135,Layak Minum
8198,16,1,12,1,0,1,1,0,1,0,21,36,33,1,4,2,36,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,1,11,24,Layak Minum
8200,16,1,21,1,1,1,1,0,0,0,21,36,31,2,4,2,61,2,3,NA,NA,NA,3,1,1,0,1,0,0,0,1,1,0,0,0,1,41,30,Layak Minum
8201,16,1,31,1,0,1,0,0,0,0,21,36,31,1,1,1,54,95,2,0,0,0,3,1,1,0,0,0,0,1,NA,NA,0,0,2,1,31,24,Tidak Layak Minum
8202,16,1,21,1,0,1,0,0,0,0,21,36,33,2,4,1,57,2,2,1,1,0,2,1,1,1,0,0,0,1,1,1,0,0,1,1,41,60,Tidak Layak Minum
8203,16,1,16,1,0,1,1,1,1,0,21,36,31,3,4,1,55,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,1,1,1,12,77,Layak Minum
8204,16,1,12,1,1,1,1,0,1,0,31,36,33,3,4,1,67,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,11,60,Layak Minum
8205,16,1,12,1,0,1,1,1,1,0,21,36,33,1,2,1,26,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,11,40,Layak Minum
8206,16,1,12,1,0,1,0,1,0,0,21,36,31,1,2,1,46,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,2,1,11,20,Layak Minum
8207,16,1,16,1,0,1,1,1,1,0,21,36,31,3,4,1,54,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,2,12,60,Layak Minum
8208,16,1,12,1,0,1,1,0,1,0,21,36,31,2,2,1,36,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,4,2,11,143,Layak Minum
8209,16,1,12,1,1,1,1,1,1,0,21,36,33,4,4,1,51,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,3,11,150,Layak Minum
8210,16,1,12,1,0,1,1,0,1,1,33,35,35,6,4,1,55,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,1,0,0,5,11,360,Layak Minum
8211,16,1,12,1,1,1,1,1,1,1,33,35,35,4,4,2,69,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,5,11,300,Layak Minum
8212,16,1,12,1,1,1,1,0,1,1,33,35,33,3,4,1,58,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,100,Layak Minum
8213,16,1,12,1,0,1,1,1,1,1,33,35,33,3,4,2,67,1,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,5,11,240,Layak Minum
8214,16,1,12,1,0,1,1,0,0,0,34,35,32,3,4,1,71,5,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,11,160,Layak Minum
8215,16,1,12,1,1,1,1,0,0,1,33,35,32,6,2,1,40,2,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,1,5,11,134,Layak Minum
8216,16,1,12,1,1,1,1,0,0,1,33,35,35,3,5,2,48,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,5,11,90,Layak Minum
8217,16,1,12,1,1,1,1,0,1,1,33,35,33,4,4,2,66,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,0,0,5,11,270,Layak Minum
8218,16,1,12,1,1,1,1,0,1,1,33,35,33,4,4,1,70,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,1,0,0,5,11,300,Layak Minum
8219,16,1,12,1,1,1,1,0,0,1,33,35,33,2,4,1,77,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,1,0,3,5,11,270,Layak Minum
8220,16,1,12,1,1,1,1,1,1,0,35,35,31,2,2,1,40,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,3,11,49,Layak Minum
8221,16,1,12,1,0,1,1,0,1,1,33,35,33,3,4,1,45,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,260,Layak Minum
8222,16,1,12,1,1,1,0,0,0,0,34,35,31,4,4,1,46,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,2,11,136,Layak Minum
8223,16,1,12,1,0,1,1,1,1,0,33,35,33,3,2,1,28,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,4,11,80,Layak Minum
8224,16,1,12,1,0,1,1,1,1,0,35,36,31,1,2,1,33,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,1,0,1,2,11,30,Layak Minum
8225,16,1,12,1,1,1,1,0,1,0,33,32,31,3,4,1,56,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,131,Layak Minum
8226,16,1,12,1,0,1,1,1,1,1,33,35,33,3,4,1,62,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,4,5,11,240,Layak Minum
8227,16,1,12,1,0,1,1,0,1,0,35,36,31,1,4,1,44,3,1,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,11,18,Layak Minum
8228,16,1,12,1,1,1,0,0,1,0,35,35,33,1,2,1,41,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,2,11,32,Layak Minum
